0d005f7e-0c3f-465b-b7fe-08f45355e3de	2020-11-04 14:31:40.390557	2	00:00:00.29	00:00:04.52	This lecture is about the Word Association mining and analysis.	this lecture be about the Word Association mining and analysis .
95f92696-1963-4307-83c6-a8370ff03b30	2020-11-24 17:53:02.602648	45	00:01:14.18	00:01:53.93	An indirect text context refers to additional data related to the meta data. So, for example, from authors, we can further obtain additional context, such as social network of the author or the author's age and such information is not ,in general, directly related to the text yet through the authors we can connect them. There could be also other text data from the same source as this one, so the other context data can be connected with this text, as well. So in general, any related data can be regarded as context, so there could be remotely related to context. context.	an indirect text context refer to additional datum relate to the meta datum . so , for example , from author , we can far obtain additional context , such as social network of the author or the author 's age and such information be not , in general , directly relate to the text yet through the author we can connect they . there could be also other text datum from the same source as this one , so the other context datum can be connect with this text , as well . so in general , any related datum can be regard as context , so there could be remotely relate to context . context .
95f92696-1963-4307-83c6-a8370ff03b30	2020-11-02 22:54:19.681208	55	00:01:55.35	00:02:16.42	And so what's the use of, why is text Contacts useful? Well, context can be used to partition text are in many interesting ways. It can almost allows partition text data in arbitrary ways as we need. And this is very important because this allows us to do interesting comparative analysis.	and so what be the use of , why be text contact useful ? well , context can be use to partition text be in many interesting way . it can almost allow partition text datum in arbitrary way as we need . and this be very important because this allow we to do interesting comparative analysis .
95f92696-1963-4307-83c6-a8370ff03b30	2020-11-02 22:54:19.681209	58	00:02:17.95	00:02:23.83	It also in general provides meaning to the discovery topics if we gonna associate the text with context.	it also in general provide meaning to the discovery topic if we gon na associate the text with context .
95f92696-1963-4307-83c6-a8370ff03b30	2020-11-24 17:55:37.489519	59	00:02:25.17	00:02:29.87	So here's illustration of how context.	so here be illustration of how context .
95f92696-1963-4307-83c6-a8370ff03b30	2020-11-02 22:54:19.681212	63	00:02:30.44	00:02:39.65	can be regarded as interesting ways of partitioning of text data. So here I just show some research papers published in different years.	can be regard as interesting way of partitioning of text datum . so here I just show some research paper publish in different year .
95f92696-1963-4307-83c6-a8370ff03b30	2020-11-24 17:56:52.079434	66	00:02:40.33	00:02:47.11	on different venues, different conference names here listed on the bottom, like SIGIR, ACL, etc.	on different venue , different conference name here list on the bottom , like SIGIR , ACL , etc .
95f92696-1963-4307-83c6-a8370ff03b30	2020-11-02 22:54:19.681215	69	00:02:49.52	00:02:55.56	Now, such text data can be partitioning, many interesting ways because we have context.	now , such text datum can be partition , many interesting way because we have context .
95f92696-1963-4307-83c6-a8370ff03b30	2020-11-02 22:54:19.681216	71	00:02:56.45	00:03:00.35	So the context here just includes time and the conference venues.	so the context here just include time and the conference venue .
95f92696-1963-4307-83c6-a8370ff03b30	2020-11-02 22:54:19.681217	73	00:03:01.31	00:03:05.12	And but perhaps we can include some other variables as well.	and but perhaps we can include some other variable as well .
95f92696-1963-4307-83c6-a8370ff03b30	2020-11-02 22:54:19.68122	80	00:03:06.4	00:03:19.46	But let's see how we can partition data in interesting ways. First, we can treat each paper as a separate unit. So in this case a paper ID and each paper has its own context, it's independent.	but let 's see how we can partition datum in interesting way . first , we can treat each paper as a separate unit . so in this case a paper ID and each paper have its own context , it be independent .
95f92696-1963-4307-83c6-a8370ff03b30	2020-11-24 18:00:25.202469	81	00:03:20.4	00:03:21	And.	and .
95f92696-1963-4307-83c6-a8370ff03b30	2020-11-02 22:54:19.681223	88	00:03:22.57	00:03:38.38	But we can also treat all the papers written in 1998 as one group, and this is only possible because of the availability of time and we can partition data in this way. This would allow us to compare topics, for example in different years.	but we can also treat all the paper write in 1998 as one group , and this be only possible because of the availability of time and we can partition datum in this way . this would allow we to compare topic , for example in different year .
95f92696-1963-4307-83c6-a8370ff03b30	2020-11-02 22:54:19.681225	94	00:03:39.71	00:03:51.57	Similarly, we can partition the data based on the venues. We can get all the SIGIR papers and compare those papers with the rest or compare SIGIR papers with KDD papers with ACL papers.	similarly , we can partition the datum base on the venue . we can get all the SIGIR paper and compare those paper with the rest or compare sigir paper with KDD paper with ACL paper .
